Country,Date,Manufacturing PMI,Services PMI,Consumer Confidence,Interest Rates,CPI YOY,Core CPI,Unemployment Rate,GDP YOY,Ticker,Open,High,Low,Close,z_score
switzerland,2020-02-01,49.2,52.28,-8.8,-0.75%,-0.10%,0.20%,2.50%,0.40%,usdchf,0.9645,0.985,0.9609,0.9653,0.13873607380940509
switzerland,2020-05-01,42.5,36.82,-39.0,-0.75%,-1.30%,-0.60%,3.40%,-7.00%,usdchf,0.9657,0.9785,0.9588,0.9612,-2.2616586002107977
switzerland,2020-06-01,41.4,47.49,-39.0,-0.75%,-1.30%,-0.80%,3.20%,-7.00%,usdchf,0.9615,0.9651,0.9374,0.9471,-0.6049825865112138
switzerland,2020-07-01,49.6,51.04,-12.9,-0.75%,-0.90%,-0.40%,3.20%,-1.00%,usdchf,0.9473,0.9495,0.9056,0.9127,-0.0537923476514653
switzerland,2020-08-01,51.0,49.85,-12.9,-0.75%,-0.90%,-0.40%,3.30%,-1.00%,usdchf,0.9113,0.9241,0.8999,0.9035,-0.2385575263114935
switzerland,2020-09-01,52.8,53.26,-12.9,-0.75%,-0.80%,-0.30%,3.20%,-1.00%,usdchf,0.9036,0.9299,0.8998,0.9207,0.2908956327058987
switzerland,2020-10-01,52.9,50.44,-13.1,-0.75%,-0.60%,-0.10%,3.20%,-0.90%,usdchf,0.9209,0.9219,0.9029,0.9167,-0.14695126126156394
switzerland,2020-11-01,54.5,48.88,-13.1,-0.75%,-0.70%,-0.20%,3.30%,-0.90%,usdchf,0.9157,0.9208,0.8981,0.909,-0.3891644366478191
switzerland,2020-12-01,57.3,50.68,-13.1,-0.75%,-0.80%,-0.40%,3.50%,-0.90%,usdchf,0.9089,0.9096,0.8792,0.8851,-0.10968769581752426
switzerland,2021-01-01,59.4,50.79,-14.0,-0.75%,-0.50%,0.00%,3.70%,0.60%,usdchf,0.882,0.8927,0.8756,0.8903,-0.09260856165567298
switzerland,2021-02-01,61.3,52.19,-14.0,-0.75%,-0.50%,-0.30%,3.60%,0.60%,usdchf,0.8903,0.9104,0.887,0.9082,0.12476223676788978
switzerland,2021-03-01,66.3,54.91,-14.0,-0.75%,-0.20%,-0.40%,3.40%,0.60%,usdchf,0.9097,0.9459,0.9071,0.9434,0.5470826451336691
switzerland,2021-05-01,68.6,57.61,-6.4,-0.75%,0.60%,0.20%,3.10%,10.60%,usdchf,0.9129,0.9165,0.893,0.8992,0.9662977563791124
switzerland,2021-06-01,67.1,62.13,-6.4,-0.75%,0.60%,0.30%,2.80%,10.60%,usdchf,0.899,0.9263,0.8925,0.9249,1.6680949055751877
switzerland,2021-08-01,67.0,60.23,7.6,-0.75%,0.90%,0.40%,2.70%,5.50%,usdchf,0.9063,0.9244,0.9018,0.915,1.3730916791432084
switzerland,2021-09-01,67.6,61.43,7.6,-0.75%,0.90%,0.50%,2.60%,5.50%,usdchf,0.915,0.937,0.9115,0.9315,1.5594095063634057
switzerland,2021-10-01,65.7,59.59,3.5,-0.75%,1.20%,0.60%,2.50%,5.10%,usdchf,0.9319,0.9338,0.9102,0.9156,1.2737221712924378
switzerland,2021-11-01,63.8,58.97,3.5,-0.75%,1.50%,0.70%,2.50%,5.10%,usdchf,0.9164,0.9375,0.9086,0.9186,1.1774579605620021
switzerland,2021-12-01,64.2,61.15,3.5,-0.75%,1.50%,0.80%,2.60%,5.10%,usdchf,0.9189,0.9296,0.9102,0.9122,1.515935346678693
switzerland,2022-01-01,63.8,56.43,-3.7,-0.75%,1.60%,0.80%,2.60%,5.10%,usdchf,0.9115,0.9344,0.9092,0.9269,0.7830852262792523
switzerland,2022-02-01,62.6,63.6,-3.7,-0.75%,2.20%,1.30%,2.50%,5.10%,usdchf,0.9272,0.9298,0.915,0.9166,1.8963342439199287
switzerland,2022-03-01,64.0,60.21,-3.7,-0.75%,2.40%,1.40%,2.40%,5.10%,usdchf,0.9167,0.9462,0.915,0.9226,1.3699863820228726
switzerland,2022-04-01,62.5,56.82,-27.5,-0.75%,2.50%,1.50%,2.30%,3.20%,usdchf,0.9229,0.976,0.9219,0.9734,0.8436385201258163
switzerland,2022-05-01,60.0,59.6,-27.5,-0.75%,2.90%,1.70%,2.10%,3.20%,usdchf,0.9708,1.0066,0.9545,0.9592,1.2752748198526058
switzerland,2022-06-01,59.1,58.08,-27.5,-0.75%,3.40%,1.90%,2.00%,3.20%,usdchf,0.9595,1.0053,0.9495,0.9549,1.0392722387070228
switzerland,2022-07-01,58.0,55.6,-41.7,-0.75%,3.40%,2.00%,2.00%,1.10%,usdchf,0.9553,0.9888,0.9501,0.9514,0.6542153957852831
switzerland,2022-08-01,56.4,56.64,-41.7,-0.25%,3.50%,2.00%,2.00%,1.10%,usdchf,0.952,0.9809,0.937,0.9774,0.8156908460427869
switzerland,2022-09-01,57.1,52.78,-41.7,-0.25%,3.30%,2.00%,1.90%,1.10%,usdchf,0.9776,0.9967,0.9478,0.9868,0.21636850181782044
switzerland,2022-10-01,54.9,53.82,-46.6,-0.25%,3.00%,1.80%,1.90%,1.10%,usdchf,0.9874,1.015,0.978,1.0011,0.37784395207532423
switzerland,2022-11-01,53.9,53.44,-46.6,0.50%,3.00%,1.90%,2.00%,1.10%,usdchf,1.0014,1.0149,0.9357,0.9457,0.31884330678892814
switzerland,2022-12-01,54.1,49.47,-46.6,0.50%,2.80%,2.00%,2.10%,1.10%,usdchf,0.9459,0.9463,0.92,0.9244,-0.29755817159788955
switzerland,2023-01-01,49.3,56.71,-35.5,0.50%,3.30%,2.20%,2.20%,1.60%,usdchf,0.9245,0.9409,0.9085,0.9161,0.826559385963965
switzerland,2023-02-01,48.9,55.26,-34.8,1.00%,3.40%,2.40%,2.10%,1.60%,usdchf,0.9165,0.9433,0.906,0.9421,0.6014253447395601
switzerland,2023-03-01,47.0,54.21,-37.7,1.00%,2.90%,2.20%,2.00%,1.60%,usdchf,0.9422,0.9442,0.9071,0.9148,0.4383972459218883
switzerland,2023-04-01,45.3,52.23,-37.7,1.00%,2.60%,2.20%,2.00%,0.30%,usdchf,0.9148,0.9198,0.8852,0.8941,0.13097283100856288
switzerland,2023-05-01,43.2,52.59,-39.7,1.50%,2.20%,1.90%,1.90%,0.30%,usdchf,0.8938,0.915,0.882,0.9105,0.18686817917462295
switzerland,2023-06-01,44.9,49.57,-39.6,1.50%,1.70%,1.80%,1.90%,0.30%,usdchf,0.911,0.9121,0.8901,0.8953,-0.28203168599620626
switzerland,2023-07-01,38.5,42.69,-37.2,1.50%,1.60%,1.70%,1.90%,0.40%,usdchf,0.8947,0.9006,0.8552,0.8718,-1.3502538953920018
switzerland,2023-08-01,39.9,50.3,-40.6,1.75%,1.60%,1.50%,2.00%,0.40%,usdchf,0.8719,0.8878,0.869,0.8831,-0.16868834110392034
switzerland,2023-09-01,44.9,52.84,-50.8,1.75%,1.70%,1.30%,2.00%,0.40%,usdchf,0.8834,0.9226,0.8795,0.9149,0.22568439317883063
switzerland,2023-10-01,40.6,52.17,-52.5,1.75%,1.70%,1.50%,2.00%,0.60%,usdchf,0.9147,0.9245,0.8888,0.9104,0.1216569396475538
switzerland,2023-11-01,42.1,53.64,-48.0,1.75%,1.40%,1.40%,2.10%,0.60%,usdchf,0.9105,0.9114,0.8684,0.8751,0.3498962779922947
switzerland,2023-12-01,43.0,56.92,-44.4,1.75%,1.70%,1.70%,2.30%,0.60%,usdchf,0.8752,0.8822,0.8332,0.8415,0.8591650057274997
united kingdom,2020-01-01,50.0,53.9,-9.0,0.75%,1.80%,1.60%,4.00%,-1.70%,gbpusd,1.3261,1.3276,1.2953,1.3199,0.3902651405566704
united kingdom,2020-02-01,51.7,53.2,-7.0,0.75%,1.70%,1.70%,4.10%,-1.70%,gbpusd,1.3217,1.3217,1.2725,1.282,0.2815797413448896
united kingdom,2020-03-01,47.8,34.5,-9.0,0.25%,1.50%,1.60%,4.10%,-1.70%,gbpusd,1.28,1.3201,1.1409,1.2418,-2.621873066169845
united kingdom,2020-06-01,50.1,47.1,-30.0,0.10%,0.60%,1.40%,4.20%,-21.90%,gbpusd,1.2339,1.2814,1.2251,1.2399,-0.6655358803577779
united kingdom,2020-07-01,53.3,56.5,-27.0,0.10%,1.00%,1.80%,4.40%,-9.50%,gbpusd,1.2401,1.3171,1.2358,1.3088,0.7939537662004305
united kingdom,2020-08-01,55.2,58.8,-27.0,0.10%,0.20%,0.90%,4.70%,-9.50%,gbpusd,1.3082,1.3396,1.2981,1.3369,1.1510629350391406
united kingdom,2020-09-01,54.1,56.1,-25.0,0.10%,0.50%,1.30%,5.00%,-9.50%,gbpusd,1.3367,1.3484,1.2674,1.2916,0.7318478237936984
united kingdom,2020-10-01,53.7,51.4,-31.0,0.10%,0.70%,1.50%,5.20%,-8.30%,gbpusd,1.2919,1.3178,1.2818,1.2941,0.0021030005145936635
united kingdom,2020-11-01,55.6,47.6,-33.0,0.10%,0.30%,1.10%,5.20%,-8.30%,gbpusd,1.2946,1.3399,1.2853,1.3321,-0.5879034523493626
united kingdom,2020-12-01,57.5,49.4,-26.0,0.10%,0.60%,1.40%,5.30%,-8.30%,gbpusd,1.3325,1.3687,1.3134,1.3673,-0.30842671151906775
united kingdom,2021-01-01,54.1,39.5,-28.0,0.10%,0.70%,1.40%,5.30%,-6.70%,gbpusd,1.3672,1.3761,1.3451,1.3702,-1.8455487860856914
united kingdom,2021-02-01,55.1,49.5,-23.0,0.10%,0.40%,0.90%,5.20%,-6.70%,gbpusd,1.3713,1.4237,1.3566,1.3932,-0.29290022591738446
united kingdom,2021-03-01,58.9,56.3,-16.0,0.10%,0.70%,1.10%,5.10%,-6.70%,gbpusd,1.3939,1.4017,1.367,1.3779,0.7629007949970639
united kingdom,2021-04-01,60.9,61.0,-15.0,0.10%,1.50%,1.30%,5.00%,25.70%,gbpusd,1.3781,1.401,1.3669,1.3814,1.4926456182761687
united kingdom,2021-05-01,65.6,62.9,-9.0,0.10%,2.10%,2.00%,5.00%,25.70%,gbpusd,1.3827,1.4234,1.38,1.4209,1.7876488447081467
united kingdom,2021-06-01,63.9,62.4,-9.0,0.10%,2.50%,2.30%,4.80%,25.70%,gbpusd,1.4213,1.425,1.3786,1.3827,1.7100164166997314
united kingdom,2021-07-01,60.4,59.6,-7.0,0.10%,2.00%,1.80%,4.70%,9.50%,gbpusd,1.3829,1.3985,1.3571,1.3901,1.2752748198526058
united kingdom,2021-08-01,60.3,55.0,-8.0,0.10%,3.20%,3.10%,4.60%,9.50%,gbpusd,1.3901,1.3958,1.3601,1.3754,0.5610564821751844
united kingdom,2021-09-01,57.1,55.4,-13.0,0.10%,3.10%,2.90%,4.40%,9.50%,gbpusd,1.3753,1.3914,1.3412,1.3472,0.6231624245819165
united kingdom,2021-10-01,57.8,59.1,-17.0,0.10%,4.20%,3.40%,4.30%,9.70%,gbpusd,1.3472,1.3836,1.3434,1.3691,1.1976423918441905
united kingdom,2021-11-01,58.1,58.5,-14.0,0.10%,5.10%,4.00%,4.20%,9.70%,gbpusd,1.3683,1.3699,1.3195,1.3295,1.1044834782340918
united kingdom,2021-12-01,57.9,53.6,-15.0,0.10%,5.40%,4.20%,4.20%,9.70%,gbpusd,1.3299,1.3551,1.3167,1.3529,0.3436856837516217
united kingdom,2022-01-01,57.3,54.1,-19.0,0.25%,5.50%,4.40%,4.10%,11.40%,gbpusd,1.3531,1.375,1.3357,1.3445,0.421318111760037
united kingdom,2022-02-01,58.0,60.5,-26.0,0.25%,6.20%,5.20%,4.00%,11.40%,gbpusd,1.3447,1.3645,1.3271,1.3419,1.4150131902677532
united kingdom,2022-03-01,55.2,62.6,-31.0,0.50%,7.00%,5.70%,3.90%,11.40%,gbpusd,1.3421,1.3439,1.2999,1.3133,1.7410693879030978
united kingdom,2022-04-01,55.8,58.9,-38.0,0.75%,9.00%,6.20%,4.00%,3.90%,gbpusd,1.3136,1.3168,1.241,1.2571,1.1665894206408238
united kingdom,2022-05-01,54.6,53.4,-40.0,0.75%,9.10%,5.90%,3.90%,3.90%,gbpusd,1.2587,1.2667,1.2155,1.26,0.3126327125482551
united kingdom,2022-06-01,52.8,54.3,-41.0,1.00%,9.40%,5.80%,3.90%,3.90%,gbpusd,1.2604,1.2618,1.1933,1.2175,0.45237108296340245
united kingdom,2022-07-01,52.1,52.6,-41.0,1.25%,10.10%,6.20%,3.70%,2.10%,gbpusd,1.2177,1.2247,1.1759,1.2166,0.18842082773479094
united kingdom,2022-08-01,47.3,50.9,-44.0,1.25%,9.90%,6.30%,3.60%,2.10%,gbpusd,1.2165,1.2294,1.1598,1.1622,-0.07552942749382169
united kingdom,2022-09-01,48.4,50.0,-49.0,1.75%,10.10%,6.50%,3.80%,2.10%,gbpusd,1.1623,1.174,1.0384,1.116,-0.2152677979089691
united kingdom,2022-10-01,46.2,48.8,-47.0,2.25%,11.10%,6.50%,3.90%,0.60%,gbpusd,1.1161,1.1647,1.0924,1.1469,-0.4015856251291664
united kingdom,2022-11-01,46.5,48.8,-44.0,2.25%,10.70%,6.30%,3.80%,0.60%,gbpusd,1.1471,1.2155,1.1148,1.2056,-0.4015856251291664
united kingdom,2022-12-01,45.3,49.9,-42.0,2.25%,10.50%,6.30%,3.90%,0.60%,gbpusd,1.2056,1.2448,1.1992,1.2097,-0.2307942835106524
united kingdom,2023-01-01,47.0,48.7,-45.0,3.00%,10.10%,5.80%,3.80%,0.30%,gbpusd,1.2098,1.245,1.184,1.232,-0.4171121107308486
united kingdom,2023-02-01,49.3,53.5,-38.0,3.50%,10.40%,6.20%,3.90%,0.30%,gbpusd,1.2319,1.2401,1.1914,1.202,0.3281591981499384
united kingdom,2023-03-01,47.9,52.9,-36.0,3.50%,10.10%,6.20%,4.00%,0.30%,gbpusd,1.2021,1.2424,1.1803,1.2333,0.2350002845398397
united kingdom,2023-04-01,47.8,55.9,-30.0,4.00%,8.70%,6.80%,3.90%,0.20%,gbpusd,1.2329,1.2585,1.2274,1.2572,0.7007948525903318
united kingdom,2023-05-01,47.1,55.2,-27.0,4.25%,8.70%,7.10%,4.00%,0.20%,gbpusd,1.2566,1.268,1.2307,1.2437,0.592109453378551
united kingdom,2023-06-01,46.5,53.7,-24.0,4.25%,7.90%,6.90%,4.20%,0.20%,gbpusd,1.244,1.285,1.2368,1.2704,0.3592121693533049
united kingdom,2023-07-01,45.3,51.5,-30.0,4.50%,6.80%,6.90%,4.30%,0.20%,gbpusd,1.2687,1.3146,1.2658,1.2837,0.017629486116276953
united kingdom,2023-08-01,43.0,49.5,-25.0,5.00%,6.70%,6.20%,4.20%,0.20%,gbpusd,1.2838,1.2843,1.2548,1.2673,-0.29290022591738446
united kingdom,2023-09-01,44.3,49.5,-21.0,5.25%,6.70%,6.10%,4.10%,0.20%,gbpusd,1.2674,1.2714,1.211,1.2197,-0.29290022591738446
united kingdom,2023-10-01,44.8,49.3,-30.0,5.25%,4.60%,5.70%,4.00%,-0.20%,gbpusd,1.2201,1.2339,1.2036,1.2152,-0.32395319712075105
united kingdom,2023-11-01,47.2,49.5,-24.0,5.25%,3.90%,5.10%,3.90%,-0.20%,gbpusd,1.2155,1.2735,1.2095,1.2622,-0.29290022591738446
united kingdom,2023-12-01,46.2,50.9,-22.0,5.25%,4.00%,5.10%,3.80%,-0.20%,gbpusd,1.2623,1.2829,1.2499,1.2729,-0.07552942749382169
united states,2020-01-01,51.1,56.0,99.8,1.75%,2.50%,2.30%,3.60%,1.20%,dxy,96.5,98.19,96.39,97.39,0.7163213381920152
united states,2020-02-01,50.3,57.5,101.0,1.75%,2.30%,2.40%,3.50%,1.20%,dxy,97.37,99.91,97.37,98.13,0.9492186222172612
united states,2020-03-01,49.7,52.9,89.1,1.25%,1.50%,2.10%,4.40%,1.20%,dxy,98.12,102.99,94.65,99.05,0.2350002845398397
united states,2020-04-01,41.7,41.7,71.8,0.25%,0.30%,1.40%,14.90%,-7.50%,dxy,99.01,100.93,98.81,99.02,-1.5039661028486635
united states,2020-05-01,43.1,45.4,72.3,0.25%,0.10%,1.20%,13.30%,-7.50%,dxy,99.13,100.56,97.94,98.34,-0.9294861355863906
united states,2020-06-01,52.2,57.3,78.1,0.25%,0.60%,1.20%,11.00%,-7.50%,dxy,98.3,98.32,95.72,97.39,0.9181656510138946
united states,2020-07-01,53.7,56.7,72.5,0.25%,1.00%,1.60%,10.20%,-1.50%,dxy,97.39,97.62,92.55,93.35,0.825006737403797
united states,2020-08-01,55.6,57.1,74.1,0.25%,1.30%,1.70%,8.40%,-1.50%,dxy,93.46,93.99,91.99,92.14,0.8871126798105291
united states,2020-09-01,55.7,57.1,80.4,0.25%,1.40%,1.70%,7.80%,-1.50%,dxy,92.18,94.74,91.75,93.89,0.8871126798105291
united states,2020-10-01,58.8,56.1,81.8,0.25%,1.20%,1.60%,6.80%,-1.10%,dxy,93.8,94.1,92.47,94.04,0.7318478237936984
united states,2020-11-01,57.7,56.1,76.9,0.25%,1.20%,1.60%,6.70%,-1.10%,dxy,93.89,94.3,91.51,91.87,0.7318478237936984
united states,2020-12-01,60.5,57.5,80.7,0.25%,1.40%,1.60%,6.70%,-1.10%,dxy,91.94,91.94,89.52,89.94,0.9492186222172612
united states,2021-01-01,58.7,58.7,79.0,0.25%,1.40%,1.40%,6.40%,1.60%,dxy,89.93,90.95,89.21,90.58,1.1355364494374585
united states,2021-02-01,60.8,56.4,76.8,0.25%,1.70%,1.30%,6.20%,1.60%,dxy,90.53,91.6,89.68,90.88,0.7784272805987472
united states,2021-03-01,64.7,62.3,84.9,0.25%,2.60%,1.60%,6.10%,1.60%,dxy,90.93,93.44,90.63,93.23,1.6944899310980481
united states,2021-04-01,60.7,63.0,88.3,0.25%,4.20%,3.00%,6.10%,12.00%,dxy,93.22,93.34,90.42,91.28,1.80317533030983
united states,2021-05-01,61.2,63.9,82.9,0.25%,5.00%,3.80%,5.80%,12.00%,dxy,91.3,91.44,89.54,90.03,1.9429137007249775
united states,2021-06-01,60.6,61.2,85.5,0.25%,5.40%,4.50%,5.90%,12.00%,dxy,89.81,92.45,89.66,92.44,1.5236985894795352
united states,2021-07-01,59.5,64.0,81.2,0.25%,5.40%,4.30%,5.40%,4.70%,dxy,92.35,93.19,91.78,92.17,1.9584401863266607
united states,2021-08-01,59.9,61.7,70.3,0.25%,5.30%,4.00%,5.10%,4.70%,dxy,92.09,93.73,91.82,92.63,1.6013310174879505
united states,2021-09-01,61.1,62.1,72.8,0.25%,5.40%,4.00%,4.70%,4.70%,dxy,92.66,94.5,91.95,94.23,1.6634369598946825
united states,2021-10-01,60.8,66.6,71.7,0.25%,6.20%,4.60%,4.50%,5.40%,dxy,94.31,94.56,93.28,94.12,2.3621288119704196
united states,2021-11-01,61.1,67.6,67.4,0.25%,6.80%,4.90%,4.10%,5.40%,dxy,94.13,96.94,93.82,95.99,2.51739366798725
united states,2021-12-01,58.8,61.7,70.6,0.25%,7.00%,5.50%,3.90%,5.40%,dxy,95.94,96.91,95.57,95.97,1.6013310174879505
united states,2022-01-01,57.6,60.4,67.2,0.25%,7.50%,6.00%,4.00%,3.60%,dxy,95.67,97.44,94.63,96.54,1.39948670466607
united states,2022-02-01,58.6,57.2,62.8,0.25%,7.90%,6.40%,3.80%,3.60%,dxy,96.7,97.74,95.14,96.71,0.9026391654122123
united states,2022-03-01,57.1,58.3,59.4,0.25%,8.50%,6.50%,3.60%,3.60%,dxy,96.76,99.42,96.63,98.31,1.0734305070307253
united states,2022-04-01,55.4,57.5,65.2,0.50%,8.30%,6.20%,3.70%,1.90%,dxy,98.33,103.93,98.31,102.96,0.9492186222172612
united states,2022-05-01,56.1,56.4,58.4,0.50%,8.60%,6.00%,3.60%,1.90%,dxy,103.21,105.0,101.3,101.75,0.7784272805987472
united states,2022-06-01,53.0,56.0,50.0,1.00%,9.10%,5.90%,3.60%,1.90%,dxy,101.76,105.79,101.64,104.68,0.7163213381920152
united states,2022-07-01,52.8,56.4,51.5,1.75%,8.50%,5.90%,3.50%,1.70%,dxy,104.78,109.29,104.74,105.9,0.7784272805987472
united states,2022-08-01,52.8,56.1,58.2,2.50%,8.30%,6.30%,3.60%,1.70%,dxy,105.83,109.48,104.64,108.7,0.7318478237936984
united states,2022-09-01,50.9,55.9,58.6,2.50%,8.20%,6.60%,3.50%,1.70%,dxy,108.84,114.78,107.68,112.12,0.7007948525903318
united states,2022-10-01,50.2,54.4,59.9,3.25%,7.70%,6.30%,3.60%,0.70%,dxy,112.17,113.94,109.54,111.53,0.46789756856508574
united states,2022-11-01,49.0,55.5,56.8,3.25%,7.10%,6.00%,3.60%,0.70%,dxy,111.52,113.15,105.32,105.95,0.6386889101835997
united states,2022-12-01,48.4,49.2,59.7,4.00%,6.50%,5.70%,3.50%,0.70%,dxy,105.7,105.9,103.39,103.52,-0.33947968272243323
united states,2023-01-01,47.4,55.2,64.9,4.50%,6.40%,5.60%,3.40%,1.70%,dxy,103.66,105.63,101.5,102.1,0.592109453378551
united states,2023-02-01,47.7,55.1,67.0,4.50%,6.00%,5.50%,3.60%,1.70%,dxy,102.1,105.36,100.82,104.87,0.5765829677768677
united states,2023-03-01,46.3,51.2,62.0,4.75%,5.00%,5.60%,3.50%,1.70%,dxy,105.04,105.88,101.92,102.51,-0.028949970688771816
united states,2023-04-01,47.1,51.9,63.5,5.00%,4.90%,5.50%,3.40%,2.40%,dxy,102.59,103.06,100.79,101.66,0.07973542852300901
united states,2023-05-01,46.9,50.3,59.2,5.00%,4.00%,5.30%,3.70%,2.40%,dxy,101.67,104.7,101.03,104.33,-0.16868834110392034
united states,2023-06-01,46.0,53.9,63.9,5.25%,3.00%,4.80%,3.60%,2.40%,dxy,104.15,104.5,101.92,102.91,0.3902651405566704
united states,2023-07-01,46.4,52.7,72.6,5.25%,3.20%,4.70%,3.50%,2.90%,dxy,102.93,103.57,99.58,101.86,0.20394731333647423
united states,2023-08-01,47.6,54.5,71.2,5.50%,3.70%,4.30%,3.80%,2.90%,dxy,101.87,104.45,101.74,103.62,0.48342405416676903
united states,2023-09-01,49.0,53.6,67.7,5.50%,3.70%,4.10%,3.80%,2.90%,dxy,103.62,106.84,103.27,106.22,0.3436856837516217
united states,2023-10-01,46.7,51.8,63.8,5.50%,3.20%,4.00%,3.90%,3.10%,dxy,106.17,107.35,105.36,106.66,0.06420894292132573
united states,2023-11-01,46.7,52.5,61.3,5.50%,3.10%,4.00%,3.70%,3.10%,dxy,106.67,107.11,102.47,103.5,0.17289434213310764
united states,2023-12-01,47.4,50.5,69.7,5.50%,3.40%,3.90%,3.70%,3.10%,dxy,103.36,104.26,100.62,101.33,-0.13763536990055375
